	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
1367856_at	544.9558768	315.7660712	429.6830322	318.9439083	387.457111	358.4130906	394.7032714	350.638985	354.7817005	329.3983224	328.1677436	544.9558768	315.7660712	429.6830322	318.9439083	387.457111	358.4130906	394.7032714	350.638985	354.7817005	329.3983224	328.1677436
1367857_at	1114.912005	1630.586735	1086.66341	1571.57114	1301.365398	1431.368688	1387.996026	1455.855548	1352.032058	1421.792139	1452.990843	1114.912005	1630.586735	1086.66341	1571.57114	1301.365398	1431.368688	1387.996026	1455.855548	1352.032058	1421.792139	1452.990843
1367858_at	24.90500308	16.83591188	11.36604445	11.66845497	12.22352603	13.07254338	13.09827038	13.25252728	11.40681794	11.82021812	10.75146188	24.90500308	16.83591188	11.36604445	11.66845497	12.22352603	13.07254338	13.09827038	13.25252728	11.40681794	11.82021812	10.75146188
1367859_at	65.86540468	44.05633696	31.34105763	27.74169686	32.40615382	41.72594474	38.2094288	35.58091763	28.3287892	30.76173447	27.60251476	65.86540468	44.05633696	31.34105763	27.74169686	32.40615382	41.72594474	38.2094288	35.58091763	28.3287892	30.76173447	27.60251476
1367860_a_at	495.0230375	807.2507263	295.656224	625.4407329	446.8604319	588.6819159	552.4496463	546.8922479	463.9207136	512.1233514	547.4985146	495.0230375	807.2507263	295.656224	625.4407329	446.8604319	588.6819159	552.4496463	546.8922479	463.9207136	512.1233514	547.4985146
1367861_at	436.1547498	212.0445336	517.861804	295.2990477	418.5535709	304.5126814	346.4313377	331.8966278	355.5709061	335.3267721	318.0393206	436.1547498	212.0445336	517.861804	295.2990477	418.5535709	304.5126814	346.4313377	331.8966278	355.5709061	335.3267721	318.0393206
1367862_at	41.68741086	26.50525855	20.12384244	17.84940376	20.82591461	26.57456717	23.95684538	21.62629725	17.67354991	18.83110193	16.15629042	41.68741086	26.50525855	20.12384244	17.84940376	20.82591461	26.57456717	23.95684538	21.62629725	17.67354991	18.83110193	16.15629042
1367863_at	152.6114402	176.6221026	175.114558	172.147145	148.3131246	155.864146	163.1254595	159.851565	146.7900511	173.8012688	169.7337715	152.6114402	176.6221026	175.114558	172.147145	148.3131246	155.864146	163.1254595	159.851565	146.7900511	173.8012688	169.7337715
1367864_at	428.8277838	165.1292347	900.2661806	496.4919047	696.411937	400.1224599	535.7894026	536.580912	621.5368001	591.0052738	575.3810902	428.8277838	165.1292347	900.2661806	496.4919047	696.411937	400.1224599	535.7894026	536.580912	621.5368001	591.0052738	575.3810902
1367865_at	361.4042049	270.0917274	397.179291	318.9030975	370.0594785	300.1097877	322.1029651	325.1475174	349.3459301	322.1310364	351.2047766	361.4042049	270.0917274	397.179291	318.9030975	370.0594785	300.1097877	322.1029651	325.1475174	349.3459301	322.1310364	351.2047766
1367866_at	194.1756559	122.3618431	29.54702375	38.18178116	41.93289685	102.2068649	74.70302497	61.52496277	45.20693697	34.51251182	24.04079411	194.1756559	122.3618431	29.54702375	38.18178116	41.93289685	102.2068649	74.70302497	61.52496277	45.20693697	34.51251182	24.04079411
1367867_at	104.440941	238.4450219	112.4848207	201.3502685	144.2038418	169.8923143	156.7757943	159.080937	134.1229194	157.9496423	166.6092673	104.440941	238.4450219	112.4848207	201.3502685	144.2038418	169.8923143	156.7757943	159.080937	134.1229194	157.9496423	166.6092673
1367868_at	46.15477234	68.15528031	46.43783161	54.92254376	51.13944306	51.43702694	49.53349563	58.26584209	49.89240508	53.64519793	52.5856361	46.15477234	68.15528031	46.43783161	54.92254376	51.13944306	51.43702694	49.53349563	58.26584209	49.89240508	53.64519793	52.5856361
1367869_at	1300.783693	827.5379933	1796.444874	1152.639427	1550.764726	1080.234827	1311.699022	1236.30039	1364.159599	1250.994032	1271.530682	1300.783693	827.5379933	1796.444874	1152.639427	1550.764726	1080.234827	1311.699022	1236.30039	1364.159599	1250.994032	1271.530682
1367870_at	1068.064683	1002.239289	1215.076664	1121.172278	1117.03319	1011.49376	1069.6346	1067.992129	1086.357414	1098.558895	1036.887214	1068.064683	1002.239289	1215.076664	1121.172278	1117.03319	1011.49376	1069.6346	1067.992129	1086.357414	1098.558895	1036.887214
1367871_at	1422.42131	8623.213874	5164.033704	8773.967833	7650.291434	8250.174909	7940.718446	8209.617149	7839.670893	8434.333872	8765.463257	1422.42131	8623.213874	5164.033704	8773.967833	7650.291434	8250.174909	7940.718446	8209.617149	7839.670893	8434.333872	8765.463257
1367872_at	159.9954077	163.6118655	209.0187393	202.405597	197.0449186	167.0181153	174.617269	178.6527351	186.036171	194.9447901	194.9617649	159.9954077	163.6118655	209.0187393	202.405597	197.0449186	167.0181153	174.617269	178.6527351	186.036171	194.9447901	194.9617649
1367873_at	1038.298079	666.505648	1318.469181	878.9761454	1095.202163	857.0178702	973.4765376	924.2284662	1032.318912	961.7734595	972.3399309	1038.298079	666.505648	1318.469181	878.9761454	1095.202163	857.0178702	973.4765376	924.2284662	1032.318912	961.7734595	972.3399309
1367874_at	209.3074084	133.7532117	209.3375975	146.5665534	186.7550372	155.4679536	173.9804994	158.457311	160.7874914	146.1425204	148.7539692	209.3074084	133.7532117	209.3375975	146.5665534	186.7550372	155.4679536	173.9804994	158.457311	160.7874914	146.1425204	148.7539692
1367875_at	295.2601151	284.5049235	235.5016354	277.4096881	246.8660605	270.2983107	259.1595855	254.1044368	254.8632111	261.1818417	265.2317968	295.2601151	284.5049235	235.5016354	277.4096881	246.8660605	270.2983107	259.1595855	254.1044368	254.8632111	261.1818417	265.2317968
1367876_at	129.2159194	92.31037845	174.7043873	125.5074307	146.6133604	115.0612326	132.4130873	128.0995684	140.951132	140.0650601	132.0861234	129.2159194	92.31037845	174.7043873	125.5074307	146.6133604	115.0612326	132.4130873	128.0995684	140.951132	140.0650601	132.0861234
1367877_at	182.1213805	171.2372709	176.8792406	171.2330161	168.7679806	162.3012963	166.5340754	164.4668347	162.8875416	160.5589529	162.598069	182.1213805	171.2372709	176.8792406	171.2330161	168.7679806	162.3012963	166.5340754	164.4668347	162.8875416	160.5589529	162.598069
1367878_at	318.8677501	336.5017397	222.6154868	308.3596956	265.2309594	276.9333543	287.169431	280.7375007	243.7131798	260.6590452	262.7860565	318.8677501	336.5017397	222.6154868	308.3596956	265.2309594	276.9333543	287.169431	280.7375007	243.7131798	260.6590452	262.7860565
1367879_at	95.90093828	122.6108765	85.96475364	105.2113622	98.21744844	105.1662416	105.518209	100.2696688	94.21597689	98.11936592	103.7168627	95.90093828	122.6108765	85.96475364	105.2113622	98.21744844	105.1662416	105.518209	100.2696688	94.21597689	98.11936592	103.7168627
1367880_at	595.4481046	292.3392492	100.6494513	97.03092982	135.8815716	264.9689699	221.74658	170.8425685	126.2898322	80.85006435	62.47386295	595.4481046	292.3392492	100.6494513	97.03092982	135.8815716	264.9689699	221.74658	170.8425685	126.2898322	80.85006435	62.47386295
1367881_at	498.5169436	287.8457761	498.4138172	333.2054528	402.3797889	361.780284	393.7038576	383.0773368	403.2362629	376.2358727	357.9747622	498.5169436	287.8457761	498.4138172	333.2054528	402.3797889	361.780284	393.7038576	383.0773368	403.2362629	376.2358727	357.9747622
1367882_at	189.2483164	83.85294362	402.3725793	242.4791359	329.8703566	186.8448954	235.7039264	248.7491335	295.3512499	281.7393235	288.3037437	189.2483164	83.85294362	402.3725793	242.4791359	329.8703566	186.8448954	235.7039264	248.7491335	295.3512499	281.7393235	288.3037437
1367883_at	124.1887345	110.3210315	104.8342466	105.1304186	104.6817834	107.6038745	105.4902611	92.37097428	100.5643562	96.82030015	98.94121057	124.1887345	110.3210315	104.8342466	105.1304186	104.6817834	107.6038745	105.4902611	92.37097428	100.5643562	96.82030015	98.94121057
1367884_at	705.4078545	742.946948	828.0361393	758.6260199	739.7103742	719.1956074	765.052738	712.1623908	711.1893613	730.1297484	737.5942433	705.4078545	742.946948	828.0361393	758.6260199	739.7103742	719.1956074	765.052738	712.1623908	711.1893613	730.1297484	737.5942433
1367885_at	191.7633689	2023.657429	657.8405037	1917.432883	1243.096924	1534.266387	1402.574333	1499.879548	1345.339059	1612.771245	1743.853808	191.7633689	2023.657429	657.8405037	1917.432883	1243.096924	1534.266387	1402.574333	1499.879548	1345.339059	1612.771245	1743.853808
1367886_at	147.9548587	172.7489696	118.6686982	164.9945382	132.8639076	149.6332507	140.0898174	143.3673908	135.3648251	148.1636401	148.372672	147.9548587	172.7489696	118.6686982	164.9945382	132.8639076	149.6332507	140.0898174	143.3673908	135.3648251	148.1636401	148.372672
1367887_at	274.969074	2708.098167	944.4225903	2668.562733	1717.764484	2150.553687	1985.047657	2110.536842	1830.148136	2149.094303	2348.957014	274.969074	2708.098167	944.4225903	2668.562733	1717.764484	2150.553687	1985.047657	2110.536842	1830.148136	2149.094303	2348.957014
1367888_at	18.0818539	13.39343528	27.74797524	18.46073329	21.1901211	17.72358481	18.97758906	19.19318598	21.58737784	20.26708292	21.55122954	18.0818539	13.39343528	27.74797524	18.46073329	21.1901211	17.72358481	18.97758906	19.19318598	21.58737784	20.26708292	21.55122954
1367889_at	268.7072867	243.7316448	237.8561646	246.8020556	241.5140205	237.0311125	258.3681434	235.1324414	221.4966732	231.912405	237.264972	268.7072867	243.7316448	237.8561646	246.8020556	241.5140205	237.0311125	258.3681434	235.1324414	221.4966732	231.912405	237.264972
1367890_at	314.3200737	198.5194952	124.7469613	129.4457248	146.8351167	194.5357787	171.0385945	157.5049373	135.6229643	110.9933043	109.6559929	314.3200737	198.5194952	124.7469613	129.4457248	146.8351167	194.5357787	171.0385945	157.5049373	135.6229643	110.9933043	109.6559929
1367891_a_at	51.82623611	44.61138927	33.2584375	27.0773633	28.5646117	37.75014087	33.45819894	30.50000367	29.45442946	31.78112617	30.3136919	51.82623611	44.61138927	33.2584375	27.0773633	28.5646117	37.75014087	33.45819894	30.50000367	29.45442946	31.78112617	30.3136919
1367892_at	240.9407851	539.0461701	468.4848468	627.0419194	499.0241384	471.3264152	487.4036747	508.3218122	488.8945641	542.0752833	586.859121	240.9407851	539.0461701	468.4848468	627.0419194	499.0241384	471.3264152	487.4036747	508.3218122	488.8945641	542.0752833	586.859121
1367893_a_at	146.4342489	118.4306778	146.1660887	128.7279853	123.754316	129.0602981	133.7676041	124.0451329	126.9467979	122.1042996	125.1081742	146.4342489	118.4306778	146.1660887	128.7279853	123.754316	129.0602981	133.7676041	124.0451329	126.9467979	122.1042996	125.1081742
1367894_at	397.6692321	711.2784042	373.6944447	640.1413252	503.5740987	581.9127303	555.7423515	570.1533466	513.2000496	577.0046611	585.0774586	397.6692321	711.2784042	373.6944447	640.1413252	503.5740987	581.9127303	555.7423515	570.1533466	513.2000496	577.0046611	585.0774586
1367895_at	2066.905403	1509.017015	1676.95526	1422.779547	1548.919219	1565.913327	1629.841003	1521.680714	1576.987301	1491.650796	1452.734345	2066.905403	1509.017015	1676.95526	1422.779547	1548.919219	1565.913327	1629.841003	1521.680714	1576.987301	1491.650796	1452.734345
1367896_at	565.0262981	2607.174034	761.1025344	2371.506497	1462.312329	2064.020739	1812.727491	1977.383033	1703.097513	2022.080036	2101.92484	565.0262981	2607.174034	761.1025344	2371.506497	1462.312329	2064.020739	1812.727491	1977.383033	1703.097513	2022.080036	2101.92484
1367897_at	251.3081495	747.2801006	339.2156334	724.3621785	498.1328188	573.0054421	560.0689506	567.2151286	533.6231339	628.0641134	663.2651767	251.3081495	747.2801006	339.2156334	724.3621785	498.1328188	573.0054421	560.0689506	567.2151286	533.6231339	628.0641134	663.2651767
1367898_at	1629.775176	943.2202389	1100.278849	872.3509523	1066.503125	1042.18789	1072.279239	1015.356837	990.1433444	904.4017937	829.6995134	1629.775176	943.2202389	1100.278849	872.3509523	1066.503125	1042.18789	1072.279239	1015.356837	990.1433444	904.4017937	829.6995134
1367899_at	1926.91557	896.8774725	344.8668108	315.0994001	452.0723217	873.4778464	695.1332092	577.0362236	430.5787759	313.8415884	206.7999369	1926.91557	896.8774725	344.8668108	315.0994001	452.0723217	873.4778464	695.1332092	577.0362236	430.5787759	313.8415884	206.7999369
1367900_at	1123.550122	679.7270275	475.5226676	399.903379	485.7619948	659.8914374	587.2137986	533.7689194	465.6157236	391.4346008	335.0636764	1123.550122	679.7270275	475.5226676	399.903379	485.7619948	659.8914374	587.2137986	533.7689194	465.6157236	391.4346008	335.0636764
1367901_at	219.3664207	344.8744352	130.3105049	265.3540107	173.2289945	252.5101787	215.8842581	218.2111251	187.9204028	205.1338901	218.9788261	219.3664207	344.8744352	130.3105049	265.3540107	173.2289945	252.5101787	215.8842581	218.2111251	187.9204028	205.1338901	218.9788261
1367902_at	645.1772464	425.8780576	177.2849635	215.0687982	230.125024	390.5317371	327.4576521	293.3649804	228.0640091	188.0423386	163.3325309	645.1772464	425.8780576	177.2849635	215.0687982	230.125024	390.5317371	327.4576521	293.3649804	228.0640091	188.0423386	163.3325309
1367903_at	239.3228547	337.5368473	361.4685969	391.9479875	365.1867405	321.5697378	348.5740179	341.7948561	334.1353883	356.0475821	377.4823846	239.3228547	337.5368473	361.4685969	391.9479875	365.1867405	321.5697378	348.5740179	341.7948561	334.1353883	356.0475821	377.4823846
1367904_at	412.9928485	401.2737446	1116.597158	769.5653866	917.070011	562.1610136	706.9939961	716.6872294	840.5794521	826.9902929	840.671735	412.9928485	401.2737446	1116.597158	769.5653866	917.070011	562.1610136	706.9939961	716.6872294	840.5794521	826.9902929	840.671735
1367905_at	288.8878066	950.0886553	242.9160159	840.8603591	484.6237963	727.9917085	614.4732828	641.9265188	527.2824884	640.9785034	703.8416202	288.8878066	950.0886553	242.9160159	840.8603591	484.6237963	727.9917085	614.4732828	641.9265188	527.2824884	640.9785034	703.8416202
1367906_at	202.5077894	380.2639113	242.2204116	374.736725	283.223922	320.8838512	302.4136108	317.0770595	292.4044134	303.2687772	330.8209594	202.5077894	380.2639113	242.2204116	374.736725	283.223922	320.8838512	302.4136108	317.0770595	292.4044134	303.2687772	330.8209594
1367907_a_at	307.0231104	244.8367025	420.6089022	320.2188252	365.6374326	280.6517853	319.1475878	313.5138406	340.4952187	341.4997086	323.3344368	307.0231104	244.8367025	420.6089022	320.2188252	365.6374326	280.6517853	319.1475878	313.5138406	340.4952187	341.4997086	323.3344368
1367908_at	340.190119	1826.365638	837.5330608	1875.097176	1232.325014	1433.317271	1346.371452	1417.87006	1308.521823	1554.847211	1645.728635	340.190119	1826.365638	837.5330608	1875.097176	1232.325014	1433.317271	1346.371452	1417.87006	1308.521823	1554.847211	1645.728635
1367909_at	111.1333921	808.2718049	228.4434825	762.8860328	426.1546408	586.1112789	504.5517369	546.3667034	446.8204339	561.873193	624.438139	111.1333921	808.2718049	228.4434825	762.8860328	426.1546408	586.1112789	504.5517369	546.3667034	446.8204339	561.873193	624.438139
1367910_at	206.0129864	176.7017959	102.3515654	134.2966848	120.7089478	156.7531348	151.6333359	138.5992279	122.0996474	122.1310804	120.8369898	206.0129864	176.7017959	102.3515654	134.2966848	120.7089478	156.7531348	151.6333359	138.5992279	122.0996474	122.1310804	120.8369898
1367911_at	282.4921038	156.1657639	475.8205599	310.7627777	377.2392765	254.5226962	311.7744896	309.1748953	351.6837173	322.8300747	347.738551	282.4921038	156.1657639	475.8205599	310.7627777	377.2392765	254.5226962	311.7744896	309.1748953	351.6837173	322.8300747	347.738551
1367912_at	294.4786619	161.0801269	50.07167104	56.15428839	70.61713688	142.3168615	102.4363106	90.35554121	73.00060259	51.75030268	40.32387224	294.4786619	161.0801269	50.07167104	56.15428839	70.61713688	142.3168615	102.4363106	90.35554121	73.00060259	51.75030268	40.32387224
1367913_at	109.5101157	79.23454287	113.0865749	84.83948943	105.2675104	88.55560361	95.40734116	92.97433494	91.96239266	84.06921135	91.42705684	109.5101157	79.23454287	113.0865749	84.83948943	105.2675104	88.55560361	95.40734116	92.97433494	91.96239266	84.06921135	91.42705684
1367914_at	342.9353219	229.7587356	59.98486628	79.25676636	88.10258825	186.0841934	151.351097	115.8541848	89.18736873	72.76305469	54.18791246	342.9353219	229.7587356	59.98486628	79.25676636	88.10258825	186.0841934	151.351097	115.8541848	89.18736873	72.76305469	54.18791246
1367915_at	169.4079647	261.158955	186.6273474	262.2952625	213.2456595	237.7709551	228.0220365	213.5673691	204.1640325	218.1389127	241.5770047	169.4079647	261.158955	186.6273474	262.2952625	213.2456595	237.7709551	228.0220365	213.5673691	204.1640325	218.1389127	241.5770047
1367916_at	78.35689792	64.39544663	58.45375334	50.46113502	58.20123236	59.15142012	60.11007247	56.62020058	53.64128233	52.03331748	52.85664741	78.35689792	64.39544663	58.45375334	50.46113502	58.20123236	59.15142012	60.11007247	56.62020058	53.64128233	52.03331748	52.85664741
1367917_at	560.5717212	6154.983005	2568.450463	6141.721796	4388.95116	5153.902265	4951.597925	5149.736185	4778.796376	5409.524738	5676.861674	560.5717212	6154.983005	2568.450463	6141.721796	4388.95116	5153.902265	4951.597925	5149.736185	4778.796376	5409.524738	5676.861674
1367918_at	647.2246449	221.1163395	1644.68311	850.4670754	1213.156741	603.680659	901.8633316	882.1042501	1077.717058	1012.531287	996.2147025	647.2246449	221.1163395	1644.68311	850.4670754	1213.156741	603.680659	901.8633316	882.1042501	1077.717058	1012.531287	996.2147025
1367919_at	127.1183754	82.20593049	55.84975185	50.17819644	57.95110307	70.09037229	67.12482831	60.94474615	58.09596399	46.845925	46.6962639	127.1183754	82.20593049	55.84975185	50.17819644	57.95110307	70.09037229	67.12482831	60.94474615	58.09596399	46.845925	46.6962639
1367920_at	17.01248356	14.60503746	10.93434559	11.29990305	10.78064171	11.85050918	12.18365309	10.48287879	10.88923944	10.93723593	10.74401952	17.01248356	14.60503746	10.93434559	11.29990305	10.78064171	11.85050918	12.18365309	10.48287879	10.88923944	10.93723593	10.74401952
1367921_at	208.0988826	180.3338162	175.6617006	180.7849911	174.5267336	169.8253882	179.5694646	161.009251	169.48079	156.9287174	160.7455502	208.0988826	180.3338162	175.6617006	180.7849911	174.5267336	169.8253882	179.5694646	161.009251	169.48079	156.9287174	160.7455502
1367922_at	660.9970083	365.4980878	167.4901888	186.3931654	199.9648608	346.0019278	290.4029873	235.4303075	195.0515756	175.3470962	139.4709827	660.9970083	365.4980878	167.4901888	186.3931654	199.9648608	346.0019278	290.4029873	235.4303075	195.0515756	175.3470962	139.4709827
1367923_at	176.9909322	81.66315642	425.4419	246.7266801	322.8151286	180.2496082	235.8093048	235.2019139	290.9001858	292.9868201	294.2943605	176.9909322	81.66315642	425.4419	246.7266801	322.8151286	180.2496082	235.8093048	235.2019139	290.9001858	292.9868201	294.2943605
1367924_at	146.5838087	105.7548041	143.9081088	110.164838	128.5510659	115.8592095	124.7369929	120.3215222	126.1712878	125.7584852	122.5498015	146.5838087	105.7548041	143.9081088	110.164838	128.5510659	115.8592095	124.7369929	120.3215222	126.1712878	125.7584852	122.5498015
1367925_at	374.5507881	281.2921329	93.98631909	162.7241499	135.1154886	227.9663269	202.2068267	172.0606612	135.4244252	126.0241524	116.6062788	374.5507881	281.2921329	93.98631909	162.7241499	135.1154886	227.9663269	202.2068267	172.0606612	135.4244252	126.0241524	116.6062788
1367926_at	117.5731605	175.491663	134.8170199	173.4115063	147.7567659	151.2593691	152.1643321	151.1973944	147.3499663	148.9682877	154.2916542	117.5731605	175.491663	134.8170199	173.4115063	147.7567659	151.2593691	152.1643321	151.1973944	147.3499663	148.9682877	154.2916542
1367927_at	541.9125917	780.6083795	644.486612	763.9095168	664.4820781	707.2471357	704.6520307	711.9097458	681.6486129	730.4906517	754.8221763	541.9125917	780.6083795	644.486612	763.9095168	664.4820781	707.2471357	704.6520307	711.9097458	681.6486129	730.4906517	754.8221763
1367928_at	6.396149599	7.477234028	6.303280635	7.291707593	6.844207412	6.716709367	6.230458968	6.931644368	6.468039426	6.395999792	6.985396836	6.396149599	7.477234028	6.303280635	7.291707593	6.844207412	6.716709367	6.230458968	6.931644368	6.468039426	6.395999792	6.985396836
1367929_at	3115.541026	1932.154042	1396.479775	1307.083883	1432.957939	1930.301781	1768.612803	1621.457337	1431.318981	1303.576653	1178.436772	3115.541026	1932.154042	1396.479775	1307.083883	1432.957939	1930.301781	1768.612803	1621.457337	1431.318981	1303.576653	1178.436772
1367930_at	695.5516513	228.2767591	1630.86488	851.2058055	1281.102019	707.5350757	925.8884584	942.5715583	1140.666772	1063.400541	1036.683986	695.5516513	228.2767591	1630.86488	851.2058055	1281.102019	707.5350757	925.8884584	942.5715583	1140.666772	1063.400541	1036.683986
1367931_a_at	426.9313736	411.8950056	153.9981292	268.7906054	220.761204	352.3160848	289.1874748	270.8586134	223.2052057	235.9103143	214.6917473	426.9313736	411.8950056	153.9981292	268.7906054	220.761204	352.3160848	289.1874748	270.8586134	223.2052057	235.9103143	214.6917473
1367932_at	1427.417539	3516.690556	2617.380109	3578.66062	3056.771119	3140.665173	3072.913739	3213.685338	3266.539355	3499.65366	3586.3868	1427.417539	3516.690556	2617.380109	3578.66062	3056.771119	3140.665173	3072.913739	3213.685338	3266.539355	3499.65366	3586.3868
1367933_at	432.9931032	383.9620662	680.2669886	524.0494869	601.4178809	441.436061	509.9111365	521.5736285	575.7640107	535.8727235	545.8153573	432.9931032	383.9620662	680.2669886	524.0494869	601.4178809	441.436061	509.9111365	521.5736285	575.7640107	535.8727235	545.8153573
1367934_at	89.75877749	72.64946235	53.07067812	62.99952218	65.4602187	73.92585776	73.08606699	67.03792234	63.03362658	65.56442116	60.45245757	89.75877749	72.64946235	53.07067812	62.99952218	65.4602187	73.92585776	73.08606699	67.03792234	63.03362658	65.56442116	60.45245757
1367935_at	353.8302952	373.2491789	268.6459642	312.315075	277.5145191	314.0100359	304.3513776	291.3924526	266.1903515	278.0225551	270.2342733	353.8302952	373.2491789	268.6459642	312.315075	277.5145191	314.0100359	304.3513776	291.3924526	266.1903515	278.0225551	270.2342733
1367936_at	279.3809201	213.0013286	83.49932293	114.5755998	113.2232912	185.2228272	147.1316738	139.0553366	112.0939423	92.82284889	92.35837394	279.3809201	213.0013286	83.49932293	114.5755998	113.2232912	185.2228272	147.1316738	139.0553366	112.0939423	92.82284889	92.35837394
1367937_at	19.47739612	139.637007	44.50311877	141.5578261	67.26148636	88.25601482	81.59535495	89.88746749	80.35295286	94.79934833	95.47600548	19.47739612	139.637007	44.50311877	141.5578261	67.26148636	88.25601482	81.59535495	89.88746749	80.35295286	94.79934833	95.47600548
1367938_at	333.6345176	1223.90298	542.684947	1223.153526	835.2605705	1020.714545	929.5332938	983.758865	883.4311164	1040.57616	1117.439483	333.6345176	1223.90298	542.684947	1223.153526	835.2605705	1020.714545	929.5332938	983.758865	883.4311164	1040.57616	1117.439483
1367939_at	366.8448736	1843.808099	504.6528265	1677.571102	1036.368678	1408.260128	1244.808391	1293.447436	1059.675199	1329.902671	1444.763029	366.8448736	1843.808099	504.6528265	1677.571102	1036.368678	1408.260128	1244.808391	1293.447436	1059.675199	1329.902671	1444.763029
1367940_at	441.1067519	254.6269955	101.2525373	98.50261185	117.5671016	234.8158321	186.7243154	155.5833441	121.0359077	87.71865983	67.78961313	441.1067519	254.6269955	101.2525373	98.50261185	117.5671016	234.8158321	186.7243154	155.5833441	121.0359077	87.71865983	67.78961313
1367941_at	253.8550149	338.2302884	238.8285129	308.4248668	263.0200024	291.5743513	285.4156018	280.7395941	254.3219039	276.6658648	272.9701126	253.8550149	338.2302884	238.8285129	308.4248668	263.0200024	291.5743513	285.4156018	280.7395941	254.3219039	276.6658648	272.9701126
1367942_at	231.1035676	205.2715309	45.95658461	106.9282886	82.01905048	156.0955212	122.6019553	109.9566289	83.52396658	81.33968469	76.53797217	231.1035676	205.2715309	45.95658461	106.9282886	82.01905048	156.0955212	122.6019553	109.9566289	83.52396658	81.33968469	76.53797217
1367943_at	82.49937156	108.162889	90.8125533	98.47328034	87.20790284	90.76513362	89.97386221	92.84350411	87.02886323	100.3252435	93.82845446	82.49937156	108.162889	90.8125533	98.47328034	87.20790284	90.76513362	89.97386221	92.84350411	87.02886323	100.3252435	93.82845446
1367944_at	99.82602256	60.96079836	219.1725979	137.3624424	170.7255912	95.97431133	136.8456567	125.4579533	159.2021364	152.1950298	159.832054	99.82602256	60.96079836	219.1725979	137.3624424	170.7255912	95.97431133	136.8456567	125.4579533	159.2021364	152.1950298	159.832054
1367945_at	263.1571821	693.3118266	304.8901157	685.0162734	445.6309845	526.6397159	505.3556704	530.0793005	448.4323511	533.8292026	598.8022587	263.1571821	693.3118266	304.8901157	685.0162734	445.6309845	526.6397159	505.3556704	530.0793005	448.4323511	533.8292026	598.8022587
1367946_at	296.2578571	318.4737547	83.04126747	167.9250832	137.9532196	226.3405898	195.0984019	174.5104609	141.6944055	139.471572	138.3919926	296.2578571	318.4737547	83.04126747	167.9250832	137.9532196	226.3405898	195.0984019	174.5104609	141.6944055	139.471572	138.3919926
1367947_at	348.6116822	278.0213138	339.7906236	300.465048	312.4010064	296.3407041	301.1433422	297.9356415	295.8722705	296.6996578	289.9505633	348.6116822	278.0213138	339.7906236	300.465048	312.4010064	296.3407041	301.1433422	297.9356415	295.8722705	296.6996578	289.9505633
1367948_a_at	2387.662484	1607.423364	410.2499763	784.7388526	745.4066975	1407.831879	1150.680813	1047.852069	787.178324	654.9901953	594.6668386	2387.662484	1607.423364	410.2499763	784.7388526	745.4066975	1407.831879	1150.680813	1047.852069	787.178324	654.9901953	594.6668386
1367949_at	332.3055205	132.4237143	796.9837656	427.7615145	620.6087662	335.3285708	452.3020892	447.7917266	507.9966216	504.402168	498.4303191	332.3055205	132.4237143	796.9837656	427.7615145	620.6087662	335.3285708	452.3020892	447.7917266	507.9966216	504.402168	498.4303191
1367950_at	133.4623918	241.8613191	107.7877701	209.7226491	143.3343742	189.6556445	168.0186883	171.0374203	157.9794827	166.2909216	176.700635	133.4623918	241.8613191	107.7877701	209.7226491	143.3343742	189.6556445	168.0186883	171.0374203	157.9794827	166.2909216	176.700635
1367951_at	29.5125538	26.53051127	15.77774958	18.17048409	17.78656714	23.94594357	19.82996956	20.46310524	18.76944261	20.37703768	18.28331958	29.5125538	26.53051127	15.77774958	18.17048409	17.78656714	23.94594357	19.82996956	20.46310524	18.76944261	20.37703768	18.28331958
